ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.2641,1.5184,9.697,-0.2641,1.464,9.6932,0.0683,0.0314,-0.001,0.022,0.0034,0.0071,0.0,136.44,504.98,-30.37,344.94,-8.55,1.57,67.845924,20.221376,1689.72,NaN,0.0,10.374194,,27 / 34,5508,2019-09-17 01:40:59:132
-0.2737,1.5304,9.7353,-0.2626,1.4696,9.6924,0.0392,0.0655,0.0222,0.0098,-0.0024,0.0061,0.0,136.46,504.24,-28.58,344.97,-8.6,1.56,67.845924,20.221376,1689.72,NaN,0.0,10.374194,,27 / 34,5528,2019-09-17 01:40:59:152
-0.2521,1.4969,9.8023,-0.2613,1.4718,9.6921,0.1275,0.0077,0.0556,0.0146,0.0061,2.0E-4,0.0,136.75,503.3,-30.61,344.97,-8.6,1.56,67.845924,20.221376,1689.72,NaN,0.0,10.374194,,27 / 34,5547,2019-09-17 01:40:59:171
-0.2856,1.4705,9.8191,-0.2618,1.4748,9.6916,-0.02,-0.0179,0.0414,0.0172,-9.0E-4,-0.0024,0.0,135.99,503.6,-30.63,344.98,-8.65,1.55,67.845924,20.221376,1689.72,NaN,0.0,10.374194,,27 / 34,5568,2019-09-17 01:40:59:192
-0.2689,1.5423,9.9508,-0.2616,1.4795,9.6909,-0.0638,0.0406,0.0583,0.0172,-0.0211,-0.004,0.0,135.1,503.76,-29.6,344.98,-8.65,1.55,67.845924,20.221376,1689.72,NaN,0.0,10.374194,,27 / 34,5587,2019-09-17 01:40:59:211
-0.2689,1.4921,9.7975,-0.2601,1.4835,9.6903,-0.0585,0.0028,0.1712,0.038,-0.003,-0.003,0.0,135.4,503.76,-29.6,345.08,-8.68,1.55,67.845924,20.221376,1689.72,NaN,0.0,10.374194,,27 / 34,5608,2019-09-17 01:40:59:232
-0.209,1.4753,9.7473,-0.2604,1.4928,9.6889,0.061,-0.0402,0.0011,0.0354,0.0034,-0.0024,0.0,136.45,503.76,-30.33,345.08,-8.68,1.55,67.845924,20.221376,1689.72,NaN,0.0,10.374194,,27 / 34,5627,2019-09-17 01:40:59:251
-0.1803,1.5064,9.6994,-0.2606,1.5003,9.6877,0.0756,-0.0069,-0.1021,0.0529,0.0151,-0.0152,0.0,136.16,502.23,-29.99,344.91,-8.76,1.54,67.845924,20.221376,1689.72,NaN,0.0,10.374194,,27 / 34,5648,2019-09-17 01:40:59:272
-0.2066,1.5352,9.4983,-0.2618,1.5072,9.6866,0.0276,0.0132,-0.274,0.0236,0.0029,-0.0179,0.0,136.0,505.46,-28.77,344.91,-8.76,1.54,67.845924,20.221376,1689.72,NaN,0.0,10.374194,,27 / 34,5667,2019-09-17 01:40:59:291
-0.3335,1.5567,9.5653,-0.2622,1.5122,9.6858,0.0074,-0.007,-0.238,-0.0073,0.0109,-0.0104,0.0,136.15,503.76,-30.04,344.97,-8.86,1.55,67.845924,20.221376,1689.72,NaN,0.0,10.374194,,27 / 34,5687,2019-09-17 01:40:59:311
-0.2473,1.5352,9.7904,-0.2643,1.5112,9.6859,-0.0505,0.0269,-0.0895,-0.0184,-0.0024,-0.004,0.0,135.55,502.84,-29.87,344.97,-8.86,1.55,67.845924,20.221376,1689.72,NaN,0.0,10.374194,,27 / 34,5708,2019-09-17 01:40:59:332
-0.2665,1.4585,9.9029,-0.2614,1.5078,9.6865,0.0293,-0.0051,0.1453,0.0071,-0.0115,-3.0E-4,0.0,136.14,503.76,-30.34,344.97,-8.85,1.56,67.845924,20.221376,1689.72,NaN,0.0,10.374194,,27 / 34,5727,2019-09-17 01:40:59:351
-0.221,1.4921,9.6539,-0.2591,1.5087,9.6864,0.0367,-0.0097,-0.0367,0.005,-0.0014,-0.003,0.0,136.29,503.9,-30.64,344.97,-8.85,1.56,67.845924,20.221376,1689.72,NaN,0.0,10.374194,,27 / 34,5748,2019-09-17 01:40:59:372
-0.2593,1.5423,9.7353,-0.2586,1.5095,9.6863,0.0323,-0.0066,-0.0621,-0.0014,0.0039,-0.004,0.0,135.24,502.82,-30.9,345.05,-8.85,1.53,67.845924,20.221376,1689.72,NaN,0.0,10.374194,,27 / 34,5768,2019-09-17 01:40:59:392
-0.2856,1.5423,9.7425,-0.2601,1.512,9.6859,-0.0138,0.022,-0.024,0.0098,0.0082,-0.0078,0.0,136.45,503.46,-29.59,345.05,-8.85,1.53,67.845924,20.221376,1689.72,NaN,0.0,10.374194,,27 / 34,5788,2019-09-17 01:40:59:412
-0.2593,1.5232,9.7161,-0.261,1.5134,9.6857,0.0136,0.0103,-0.0775,0.0013,0.0013,-0.0083,0.0,136.31,502.85,-29.42,344.93,-8.87,1.55,67.845924,20.221376,1689.72,NaN,0.0,10.374194,,27 / 34,5809,2019-09-17 01:40:59:433
-0.2665,1.5232,9.7329,-0.2605,1.5135,9.6857,0.0107,4.0E-4,-0.0362,-0.0025,-0.0083,-0.0126,0.0,136.0,502.84,-30.16,344.93,-8.87,1.55,67.845924,20.221376,1689.72,NaN,0.0,10.374194,,27 / 34,5827,2019-09-17 01:40:59:451
-0.2449,1.5112,9.709,-0.2595,1.5128,9.6858,0.0155,-0.0075,-0.0312,-0.0078,-0.011,-0.0126,0.0,137.05,503.92,-30.19,344.86,-8.87,1.53,67.845924,20.221376,1689.72,NaN,0.0,10.374194,,27 / 34,5848,2019-09-17 01:40:59:472
-0.2545,1.5519,9.7425,-0.2562,1.5112,9.6861,0.0352,0.0222,-0.0141,-0.0051,-0.0094,-0.012,0.0,136.3,503.61,-30.18,344.86,-8.87,1.53,67.845924,20.221376,1689.72,NaN,0.0,10.374194,,27 / 34,5868,2019-09-17 01:40:59:492
-0.2545,1.5376,9.6515,-0.2556,1.5105,9.6863,0.0221,0.0153,-0.0435,-0.0142,-0.0046,-0.0163,0.0,137.98,502.26,-29.24,344.69,-8.86,1.52,67.845924,20.221376,1689.72,NaN,0.0,10.374194,,27 / 34,5887,2019-09-17 01:40:59:511
-0.2545,1.5423,9.7616,-0.2571,1.5074,9.6867,-0.019,0.0545,-0.0669,-0.0232,0.0077,-0.0168,0.0,136.15,502.99,-30.31,344.69,-8.86,1.52,67.845924,20.221376,1689.72,NaN,0.0,10.374194,,27 / 34,5908,2019-09-17 01:40:59:532
-0.3143,1.5088,9.8239,-0.2597,1.5053,9.6869,-0.0271,0.0117,-0.0073,-0.0142,0.0087,-0.0158,0.0,137.2,502.99,-30.75,344.84,-8.84,1.52,67.845924,20.221376,1689.72,NaN,0.0,10.374194,,27 / 34,5928,2019-09-17 01:40:59:552
-0.2952,1.504,9.8263,-0.2614,1.5042,9.6871,-0.009,-0.0467,0.0568,-0.0025,0.0087,-0.0142,0.0,137.2,502.69,-30.74,344.84,-8.84,1.52,67.845924,20.221376,1689.72,NaN,0.0,10.374194,,27 / 34,5947,2019-09-17 01:40:59:571
-0.3383,1.4873,9.843,-0.2651,1.5027,9.6872,-0.0544,-0.0365,0.0675,-0.0051,0.0018,-0.0174,0.0,136.45,503.46,-29.59,344.94,-8.82,1.56,67.845924,20.221376,1689.72,NaN,0.0,10.374194,,27 / 34,5968,2019-09-17 01:40:59:592
-0.2497,1.5352,9.7736,-0.2659,1.5035,9.6871,0.0194,0.0117,0.0115,0.0055,-0.0056,-0.0131,0.0,137.51,504.7,-29.18,344.94,-8.82,1.56,67.845924,20.221376,1689.72,NaN,0.0,10.374194,,27 / 34,5988,2019-09-17 01:40:59:612
-0.2425,1.5256,9.6802,-0.2626,1.5048,9.6869,-0.015,0.0131,-0.0803,-0.0014,-0.0168,-0.0179,0.0,135.55,503.92,-29.16,344.96,-8.83,1.57,67.845924,20.221376,1689.72,NaN,0.0,10.374194,,27 / 34,6007,2019-09-17 01:40:59:631
-0.3072,1.5423,9.7185,-0.2613,1.5047,9.687,-0.0295,-0.0059,-0.0212,-0.0089,-0.0216,-0.0104,0.0,136.45,503.46,-30.03,344.96,-8.83,1.57,67.845924,20.221376,1689.72,NaN,0.0,10.374194,,27 / 34,6028,2019-09-17 01:40:59:652
-0.2928,1.5423,9.7137,-0.2604,1.5051,9.687,-0.0161,0.0022,-0.0722,0.0034,-0.0051,-0.0024,0.0,137.66,502.7,-30.0,344.73,-8.82,1.54,67.845924,20.221376,1689.72,NaN,0.0,10.374194,,27 / 34,6048,2019-09-17 01:40:59:672
-0.3,1.5376,9.6443,-0.2606,1.5055,9.6869,-0.0208,-0.0111,-0.0752,-0.0105,-0.0078,2.0E-4,0.0,137.52,503.94,-29.15,344.73,-8.82,1.54,67.845924,20.221376,1689.72,NaN,0.0,10.374194,,27 / 34,6067,2019-09-17 01:40:59:691
-0.3024,1.4969,9.7473,-0.2609,1.5042,9.6871,-0.0672,0.0229,-0.0569,-0.0158,-0.0072,0.0045,0.0,136.3,503.92,-29.9,344.97,-8.83,1.54,67.845924,20.221376,1689.72,NaN,0.0,10.374194,,27 / 34,6088,2019-09-17 01:40:59:712
-0.3,1.4969,9.9196,-0.2606,1.4991,9.6879,-0.0028,-0.0275,0.0154,-0.0094,-0.004,0.0039,0.0,137.52,503.63,-29.14,344.97,-8.83,1.54,67.845924,20.221376,1689.72,NaN,0.0,10.374194,,27 / 34,6108,2019-09-17 01:40:59:732
-0.2569,1.4873,9.776,-0.2595,1.4976,9.6882,0.0093,0.0015,0.0127,-0.0147,-0.004,0.0023,0.0,136.75,503.61,-30.18,344.86,-8.79,1.54,67.845924,20.221376,1689.72,NaN,0.0,10.374194,,27 / 34,6128,2019-09-17 01:40:59:752
-0.3359,1.5256,9.7784,-0.26,1.4955,9.6885,-0.0671,0.0031,0.0102,-0.0206,7.0E-4,-3.0E-4,0.0,136.89,504.21,-31.08,344.86,-8.79,1.54,67.845924,20.221376,1689.72,NaN,0.0,10.374194,,27 / 34,6148,2019-09-17 01:40:59:772
-0.3287,1.5423,9.8047,-0.2617,1.4932,9.6888,-0.019,0.0291,0.0799,-0.0089,0.0034,0.0029,0.0,136.14,502.68,-30.74,344.95,-8.76,1.55,67.845924,20.221376,1689.72,NaN,0.0,10.374194,,27 / 34,6168,2019-09-17 01:40:59:792
-0.3503,1.5615,9.6467,-0.2644,1.4944,9.6885,-0.0497,0.0778,-0.0341,2.0E-4,-9.0E-4,0.005,0.0,136.76,503.63,-29.15,344.95,-8.76,1.55,67.845924,20.221376,1689.72,NaN,0.0,10.374194,,27 / 34,6187,2019-09-17 01:40:59:811
-0.2497,1.6309,9.6419,-0.2653,1.4946,9.6885,0.0226,0.1192,-0.1229,-0.0376,-0.0163,0.0247,0.0,136.3,503.3,-30.17,344.94,-8.77,1.57,67.845924,20.221376,1689.72,NaN,0.0,10.374194,,27 / 34,6208,2019-09-17 01:40:59:832
-0.1587,1.5783,9.6371,-0.2526,1.4842,9.6904,0.1055,0.0405,-0.1161,-0.0536,-0.0339,0.0306,0.0,137.05,503.92,-29.89,344.94,-8.77,1.57,67.845924,20.221376,1689.72,NaN,0.0,10.374194,,27 / 34,6228,2019-09-17 01:40:59:852
-0.0151,1.4274,9.8598,-0.239,1.474,9.6923,0.22,-0.0227,0.1,-0.0765,-0.0674,0.0279,0.0,136.0,502.85,-29.86,344.94,-8.7,1.49,67.845924,20.221376,1689.72,NaN,0.0,10.374194,,27 / 34,6248,2019-09-17 01:40:59:872
-0.13,1.504,9.8837,-0.2187,1.4614,9.6947,0.174,0.0123,0.1468,-0.0547,-0.0717,0.0082,0.0,136.14,502.67,-31.48,344.94,-8.7,1.49,67.845924,20.221376,1689.72,NaN,0.0,10.374194,,27 / 34,6267,2019-09-17 01:40:59:891
-0.1707,1.5256,9.8598,-0.2028,1.4525,9.6964,0.0,0.0674,0.0898,-0.0493,-0.0839,0.0034,0.0,136.75,502.84,-30.6,344.83,-8.57,1.29,67.845924,20.221376,1689.72,NaN,0.0,10.374194,,27 / 34,6287,2019-09-17 01:40:59:911
-0.2042,1.4418,9.7856,-0.1931,1.4458,9.6976,-0.0732,-0.0123,0.0142,-0.0461,-0.0749,0.0013,0.0,135.7,503.46,-29.3,344.83,-8.57,1.29,67.845924,20.221376,1689.72,NaN,0.0,10.374194,,27 / 34,6308,2019-09-17 01:40:59:932
-0.2186,1.3843,9.8358,-0.1841,1.439,9.6987,-0.0188,-0.0343,0.0781,-0.0238,-0.0408,-0.0046,0.0,136.14,504.21,-30.79,344.95,-8.44,1.09,67.845924,20.221376,1689.72,NaN,0.0,10.374194,,27 / 34,6328,2019-09-17 01:40:59:952
-0.221,1.3676,9.6683,-0.1765,1.4282,9.7005,0.0191,-0.1403,-0.1823,-0.0243,-0.0222,-0.0078,0.0,136.44,504.98,-30.37,344.95,-8.44,1.09,67.845924,20.221376,1689.72,NaN,0.0,10.374194,,27 / 34,6348,2019-09-17 01:40:59:972
-7.0E-4,1.3221,9.6731,-0.1688,1.4179,9.7021,0.1477,-0.1831,-0.1387,-0.0557,-0.0381,-0.0227,0.0,136.91,503.77,-29.59,344.83,-8.37,1.04,67.845924,20.221376,1689.72,NaN,0.0,10.374194,,27 / 34,6368,2019-09-17 01:40:59:992
-0.0965,1.2335,9.6731,-0.1578,1.4014,9.7047,0.0563,-0.1853,-0.0535,-0.0568,-0.0403,-0.0445,0.0,137.19,503.75,-31.07,344.83,-8.37,1.04,67.845924,20.221376,1689.72,NaN,0.0,10.374194,,27 / 34,6387,2019-09-17 01:41:00:011
-0.1348,1.3556,9.6731,-0.1527,1.3906,9.7064,0.1063,-0.0953,-0.0122,-0.0483,0.0039,-0.0429,0.0,135.54,504.36,-30.21,344.94,-8.15,0.9,67.845924,20.221376,1689.72,NaN,0.0,10.374194,,27 / 34,6409,2019-09-17 01:41:00:033
-0.1563,1.3508,9.6323,-0.1519,1.3819,9.7076,0.0157,-0.0384,-0.0791,-0.052,0.0034,-0.0472,0.0,136.31,502.55,-29.41,344.94,-8.15,0.9,67.845924,20.221376,1689.72,NaN,0.0,10.374194,,27 / 34,6428,2019-09-17 01:41:00:052
-0.2282,1.3508,9.855,-0.1505,1.362,9.7104,-0.09,0.0073,0.0632,-0.0669,-0.0238,-0.0653,0.0,137.18,504.2,-31.82,344.84,-8.03,0.9,67.845924,20.221376,1689.72,NaN,0.0,10.374194,,27 / 34,6447,2019-09-17 01:41:00:071
-0.1922,1.3436,9.7904,-0.1498,1.3551,9.7114,-0.0284,0.0128,0.0388,-0.0355,-0.0222,-0.061,0.0,136.3,503.3,-30.17,344.84,-8.03,0.9,67.845924,20.221373,1691.08,NaN,0.0,10.374194,,27 / 34,6468,2019-09-17 01:41:00:092
-0.2401,1.3364,9.9604,-0.1504,1.3485,9.7123,-0.0863,-0.0076,0.2115,-0.0238,-0.0163,-0.0605,0.0,135.99,504.68,-29.92,344.97,-7.92,0.88,67.845924,20.221373,1691.08,NaN,0.0,10.374194,,27 / 34,6488,2019-09-17 01:41:00:112
-0.1492,1.37,10.0226,-0.1522,1.3464,9.7126,-0.0235,-0.0254,0.2562,0.0018,2.0E-4,-0.0589,0.0,136.12,504.95,-31.85,344.97,-7.92,0.88,67.845924,20.221373,1691.08,NaN,0.0,10.374194,,27 / 34,6507,2019-09-17 01:41:00:131
-0.0151,1.3628,9.9747,-0.1538,1.3488,9.7122,-0.0707,0.0526,0.2483,0.0417,-0.0253,-0.0531,0.0,137.65,503.0,-30.74,344.71,-7.91,0.91,67.845924,20.221373,1691.08,NaN,0.0,10.374194,,27 / 34,6528,2019-09-17 01:41:00:152
-0.2689,1.4011,9.8095,-0.1431,1.361,9.7107,-0.0168,0.0167,0.0114,0.0385,-0.0392,-0.0637,0.0,137.21,502.71,-29.56,344.71,-7.91,0.91,67.845924,20.221373,1691.08,NaN,0.0,10.374194,,27 / 34,6547,2019-09-17 01:41:00:171
-0.0725,1.3053,9.7281,-0.1396,1.3664,9.71,-0.0419,-0.0306,-0.0212,0.0428,-0.0238,-0.0658,0.0,137.48,504.65,-32.13,344.87,-7.98,0.84,67.845924,20.221373,1691.08,NaN,0.0,10.374194,,27 / 34,6568,2019-09-17 01:41:00:192
-0.1946,1.4202,9.6276,-0.1332,1.3785,9.7084,-0.0389,0.055,-0.0854,0.0327,-0.02,-0.0573,0.0,136.44,504.53,-30.06,344.87,-7.98,0.84,67.845924,20.221373,1691.08,NaN,0.0,10.374194,,27 / 34,6588,2019-09-17 01:41:00:212
-0.0773,1.2934,9.5605,-0.1345,1.3825,9.7078,0.0138,-0.0729,-0.2014,0.0268,-0.003,-0.0536,0.0,137.96,504.23,-30.04,344.72,-8.08,0.79,67.845924,20.221373,1691.08,NaN,0.0,10.374194,,27 / 34,6608,2019-09-17 01:41:00:232
-0.0342,1.3676,9.606,-0.1343,1.3811,9.708,0.0902,-0.0958,-0.1733,-0.0073,0.0077,-0.0685,0.0,135.68,504.2,-30.8,344.72,-8.08,0.79,67.845924,20.221373,1691.08,NaN,0.0,10.374194,,27 / 34,6627,2019-09-17 01:41:00:251
-0.1922,1.4849,9.5533,-0.1434,1.3779,9.7083,-0.0898,0.0796,-0.2372,-0.0366,0.0354,-0.0781,0.0,135.69,503.45,-30.33,344.9,-8.08,0.8,67.845924,20.221373,1691.08,NaN,0.0,10.374194,,27 / 34,6649,2019-09-17 01:41:00:273
-0.3455,1.4657,9.7113,-0.1527,1.3741,9.7087,-0.1608,-0.067,-0.2174,-0.0296,0.0561,-0.0648,0.0,137.04,503.6,-30.92,344.9,-8.08,0.8,67.845924,20.221373,1691.08,NaN,0.0,10.374194,,27 / 34,6668,2019-09-17 01:41:00:292
-0.1731,1.2479,10.2453,-0.1733,1.3731,9.7085,0.1662,-0.2405,0.1179,0.0178,0.0023,-0.0317,0.0,136.28,503.89,-31.37,344.95,-8.03,0.97,67.845924,20.221373,1691.08,NaN,0.0,10.374194,,27 / 34,6687,2019-09-17 01:41:00:311
-0.5322,1.4059,9.8239,-0.1751,1.3718,9.7086,-0.1933,-0.1241,-0.3531,-0.0041,0.0151,-0.0381,0.0,135.71,503.78,-28.86,344.95,-8.03,0.97,67.845924,20.221373,1691.08,NaN,0.0,10.374194,,27 / 34,6708,2019-09-17 01:41:00:332
-0.209,1.334,9.8311,-0.1751,1.3716,9.7087,-0.2292,-0.0113,0.0873,0.0098,0.0039,-0.0035,0.0,138.26,502.86,-30.15,344.71,-8.04,1.03,67.845924,20.221373,1691.08,NaN,0.0,10.374194,,27 / 34,6728,2019-09-17 01:41:00:352
-0.0773,1.4633,9.8167,-0.175,1.376,9.7081,0.0497,0.0177,0.0552,0.0311,0.0013,7.0E-4,0.0,136.9,505.0,-29.34,344.71,-8.04,1.03,67.845924,20.221373,1691.08,NaN,0.0,10.374194,,27 / 34,6751,2019-09-17 01:41:00:375
-0.0917,1.3101,9.8287,-0.1704,1.3834,9.7071,0.1013,-0.0113,0.0608,0.0364,-0.0461,0.0023,0.0,137.18,504.2,-31.82,344.85,-8.07,1.03,67.845924,20.221373,1691.08,NaN,0.0,10.374194,,27 / 34,6768,2019-09-17 01:41:00:392
-0.1228,1.4609,9.5773,-0.164,1.3856,9.7069,0.0182,2.0E-4,-0.1854,0.0061,-0.0499,-9.0E-4,0.0,137.94,502.68,-31.77,344.85,-8.07,1.03,67.845924,20.221373,1691.08,NaN,0.0,10.374194,,27 / 34,6787,2019-09-17 01:41:00:411
0.3057,1.6764,9.8191,-0.1492,1.3901,9.7065,0.4809,0.3382,0.0724,0.0114,-0.0866,-0.0371,0.0,137.19,503.76,-30.77,344.84,-8.12,0.97,67.845924,20.221373,1691.08,NaN,0.0,10.374194,,27 / 34,6808,2019-09-17 01:41:00:432
0.0999,1.6932,9.7233,-0.1362,1.3928,9.7063,0.2332,0.3128,-0.028,2.0E-4,-0.0978,-0.0744,0.0,138.25,503.61,-30.61,344.84,-8.12,0.97,67.845924,20.221373,1691.08,NaN,0.0,10.374194,,27 / 34,6828,2019-09-17 01:41:00:452
0.1238,1.5423,9.7281,-0.1093,1.3948,9.7063,0.1942,0.2292,0.0229,-3.0E-4,-0.1026,-0.0855,0.0,137.82,503.63,-29.44,344.71,-8.17,0.73,67.845924,20.221373,1691.08,NaN,0.0,10.374194,,27 / 34,6847,2019-09-17 01:41:00:471
-0.0127,1.3149,9.5533,-0.0869,1.3937,9.7067,0.118,0.0949,-0.0142,-0.0147,-0.0989,-0.0722,0.0,137.21,503.46,-30.02,344.71,-8.17,0.73,67.845924,20.221373,1691.08,NaN,0.0,10.374194,,27 / 34,6867,2019-09-17 01:41:00:491
0.0352,1.4083,9.5964,-0.0774,1.3912,9.7072,0.0783,-0.022,-0.1026,-0.027,-0.1095,-0.0637,0.0,136.92,502.71,-29.26,344.77,-8.17,0.51,67.845924,20.221373,1691.08,NaN,0.0,10.374194,,27 / 34,6888,2019-09-17 01:41:00:512
-0.0055,1.4059,9.9508,-0.0564,1.3862,9.708,0.1446,0.0753,0.0403,-0.0105,-0.1132,-0.0621,0.0,137.79,503.9,-31.36,344.77,-8.17,0.51,67.845924,20.221373,1691.08,NaN,0.0,10.374194,,27 / 34,6907,2019-09-17 01:41:00:531
-0.0701,1.3053,10.013,-0.0296,1.3854,9.7083,-0.0716,-0.0965,0.1549,0.0029,-0.1079,-0.0557,0.0,136.9,504.22,-30.35,344.79,-8.12,0.24,67.845924,20.221373,1691.08,NaN,0.0,10.374194,,27 / 34,6928,2019-09-17 01:41:00:552
-0.039,1.2479,9.8861,-0.022,1.3852,9.7083,-0.0552,-0.0976,0.1843,0.0013,-0.0536,-0.0456,0.0,137.05,503.61,-30.62,344.79,-8.12,0.24,67.845924,20.221373,1691.08,NaN,0.0,10.374194,,27 / 34,6949,2019-09-17 01:41:00:573
-0.1755,1.1665,9.8502,-0.016,1.3842,9.7085,-0.0911,-0.1901,0.143,-0.0121,-0.0429,-0.0445,0.0,135.99,502.83,-30.6,344.86,-8.11,0.09,67.845924,20.221373,1691.08,NaN,0.0,10.374194,,27 / 34,6967,2019-09-17 01:41:00:591
-0.2162,1.1138,9.8406,-0.0075,1.379,9.7092,-0.1393,-0.2351,0.1144,-0.011,-0.0408,-0.0238,0.0,137.2,503.0,-30.31,344.86,-8.11,0.09,67.845924,20.221373,1691.08,NaN,0.0,10.374194,,27 / 34,6987,2019-09-17 01:41:00:611
-0.3048,1.1856,9.9268,-0.0029,1.3767,9.7095,-0.2887,-0.1814,0.1317,-0.0046,-0.0381,-0.0056,0.0,136.9,503.46,-30.03,344.74,-8.08,0.04,67.845924,20.221373,1691.08,NaN,0.0,10.374194,,27 / 34,7008,2019-09-17 01:41:00:632
-0.2856,1.1377,9.8454,0.0021,1.3759,9.7096,-0.2471,-0.1723,0.143,2.0E-4,-0.0381,0.0167,0.0,137.95,502.22,-31.75,344.74,-8.08,0.04,67.845924,20.221373,1691.08,NaN,0.0,10.374194,,27 / 34,7027,2019-09-17 01:41:00:651
-0.0797,1.5184,9.8047,0.013,1.3719,9.7102,-0.0509,0.1395,0.061,-0.0174,-0.0451,0.0119,0.0,136.45,503.45,-30.32,344.85,-8.06,-0.04,67.845924,20.221373,1691.08,NaN,0.0,10.374194,,27 / 34,7048,2019-09-17 01:41:00:672
-0.0677,1.4633,9.9532,0.0189,1.3703,9.7104,-0.1083,0.0894,0.1237,0.0029,-0.0504,-0.0035,0.0,137.04,503.59,-31.36,344.85,-8.06,-0.04,67.845924,20.221373,1691.08,NaN,0.0,10.374194,,27 / 34,7068,2019-09-17 01:41:00:692
-0.0079,1.4538,9.7808,0.0255,1.371,9.7103,-0.0551,0.1162,0.1555,0.013,-0.044,-9.0E-4,0.0,137.05,503.92,-29.89,344.76,-8.04,-0.15,67.845924,20.221373,1691.08,NaN,0.0,10.374194,,27 / 34,7088,2019-09-17 01:41:00:712
-0.0175,1.37,9.7473,0.0326,1.3728,9.71,-0.0934,-0.0266,-0.0609,-0.0174,-0.0285,-9.0E-4,0.0,136.14,504.21,-30.35,344.76,-8.04,-0.15,67.845924,20.221373,1691.08,NaN,0.0,10.374194,,27 / 34,7108,2019-09-17 01:41:00:732
0.028,1.3724,9.7975,0.0362,1.3706,9.7103,-0.0347,-0.0136,0.0022,-0.0211,-0.0397,0.0029,0.0,136.45,503.46,-29.59,344.84,-8.03,-0.21,67.845924,20.221373,1691.08,NaN,0.0,10.374194,,27 / 34,7127,2019-09-17 01:41:00:751
0.028,1.3005,9.7353,0.0481,1.3631,9.7113,-0.0252,-0.0984,-0.0373,-0.0201,-0.0552,0.0061,0.0,137.52,502.56,-29.4,344.84,-8.03,-0.21,67.845924,20.221373,1691.08,NaN,0.0,10.374194,,27 / 34,7147,2019-09-17 01:41:00:771
0.0855,1.3316,9.7281,0.0552,1.3584,9.712,0.0036,-0.0887,-0.0797,-0.0227,-0.0488,0.0066,0.0,136.14,503.75,-30.78,344.86,-7.99,-0.28,67.845924,20.221373,1691.08,NaN,0.0,10.374194,,27 / 34,7168,2019-09-17 01:41:00:792
0.0184,1.3125,9.7257,0.065,1.3509,9.7129,-0.0398,-0.0663,-0.0512,-0.0339,-0.0371,0.0061,0.0,137.51,503.92,-29.89,344.86,-7.99,-0.28,67.845924,20.221373,1691.08,NaN,0.0,10.374194,,27 / 34,7188,2019-09-17 01:41:00:812
0.1166,1.2981,9.7377,0.0714,1.3439,9.7139,0.1023,-0.048,-0.1254,-0.0515,-0.0248,0.0066,0.0,136.43,504.97,-31.11,344.89,-7.88,-0.42,67.845924,20.221373,1691.08,NaN,0.0,10.374194,,27 / 34,7207,2019-09-17 01:41:00:831
0.1142,1.2862,9.8263,0.0846,1.3257,9.7163,0.0615,-0.0236,0.0791,-0.06,-0.0168,0.0066,0.0,135.55,503.92,-29.46,344.89,-7.88,-0.42,67.845924,20.221373,1691.08,NaN,0.0,10.374194,,27 / 34,7228,2019-09-17 01:41:00:852
-0.063,1.3364,9.8957,0.0876,1.3148,9.7177,-0.0181,-0.093,0.0957,-0.0658,-0.0333,0.0189,0.0,136.76,505.46,-28.76,344.77,-7.77,-0.5,67.845924,20.221373,1691.08,NaN,0.0,10.374194,,27 / 34,7248,2019-09-17 01:41:00:872
0.1549,1.3484,9.9244,0.0989,1.3008,9.7195,0.0758,0.0328,0.1286,-0.0616,-0.0573,0.0231,0.0,136.75,503.61,-30.18,344.77,-7.77,-0.5,67.845924,20.221373,1691.08,NaN,0.0,10.374194,,27 / 34,7267,2019-09-17 01:41:00:891
0.1525,1.279,9.7497,0.1031,1.2906,9.7208,-0.2912,-0.2831,0.2922,-0.044,-0.0376,0.0343,0.0,136.46,503.01,-29.57,344.82,-7.62,-0.58,67.845924,20.221373,1691.08,NaN,0.0,10.374194,,27 / 34,7287,2019-09-17 01:41:00:911
0.3297,1.4729,9.7856,0.1113,1.2851,9.7214,0.1554,0.1617,-0.032,-0.0435,-0.0605,0.022,0.0,136.76,502.85,-29.86,344.82,-7.62,-0.58,67.845924,20.221373,1691.08,NaN,0.0,10.374194,,27 / 34,7308,2019-09-17 01:41:00:932
